sample	time	resource	inoculum	replicate.id
S_02601	Day_028	Medium-A	Water	1
S_02602	Day_028	Medium-A	Water	2
S_02603	Day_028	Medium-A	Water	3
S_02604	Day_028	Medium-A	Water	4
S_02605	Day_028	Medium-A	Soil	1
S_02606	Day_028	Medium-A	Soil	2
S_02607	Day_028	Medium-A	Soil	3
S_02608	Day_028	Medium-A	Soil	4
S_02617	Day_028	Medium-A	Water	5
S_02618	Day_028	Medium-A	Water	6
S_02619	Day_028	Medium-A	Water	7
S_02620	Day_028	Medium-A	Water	8
S_02621	Day_028	Medium-A	Soil	5
S_02622	Day_028	Medium-A	Soil	6
S_02623	Day_028	Medium-A	Soil	7
S_02624	Day_028	Medium-A	Soil	8
S_02633	Day_028	Medium-B	Water	1
S_02634	Day_028	Medium-B	Water	2
S_02635	Day_028	Medium-B	Water	3
S_02636	Day_028	Medium-B	Water	4
S_02637	Day_028	Medium-B	Soil	1
S_02638	Day_028	Medium-B	Soil	2
S_02639	Day_028	Medium-B	Soil	3
S_02640	Day_028	Medium-B	Soil	4
S_02649	Day_028	Medium-B	Water	5
S_02650	Day_028	Medium-B	Water	6
S_02651	Day_028	Medium-B	Water	7
S_02652	Day_028	Medium-B	Water	8
S_02653	Day_028	Medium-B	Soil	5
S_02654	Day_028	Medium-B	Soil	6
S_02655	Day_028	Medium-B	Soil	7
S_02656	Day_028	Medium-B	Soil	8
S_02665	Day_028	Medium-C	Water	1
S_02666	Day_028	Medium-C	Water	2
S_02667	Day_028	Medium-C	Water	3
S_02668	Day_028	Medium-C	Water	4
S_02669	Day_028	Medium-C	Soil	1
S_02670	Day_028	Medium-C	Soil	2
S_02671	Day_028	Medium-C	Soil	3
S_02672	Day_028	Medium-C	Soil	4
S_02681	Day_028	Medium-C	Water	5
S_02682	Day_028	Medium-C	Water	6
S_02683	Day_028	Medium-C	Water	7
S_02684	Day_028	Medium-C	Water	8
S_02685	Day_028	Medium-C	Soil	5
S_02686	Day_028	Medium-C	Soil	6
S_02687	Day_028	Medium-C	Soil	7
S_02688	Day_028	Medium-C	Soil	8
S_02697	Day_029	Medium-A	Water	1
S_02698	Day_029	Medium-A	Water	2
S_02699	Day_029	Medium-A	Water	3
S_02700	Day_029	Medium-A	Water	4
S_02701	Day_029	Medium-A	Soil	1
S_02702	Day_029	Medium-A	Soil	2
S_02703	Day_029	Medium-A	Soil	3
S_02704	Day_029	Medium-A	Soil	4
S_02713	Day_029	Medium-A	Water	5
S_02714	Day_029	Medium-A	Water	6
S_02715	Day_029	Medium-A	Water	7
S_02716	Day_029	Medium-A	Water	8
S_02717	Day_029	Medium-A	Soil	5
S_02718	Day_029	Medium-A	Soil	6
S_02719	Day_029	Medium-A	Soil	7
S_02720	Day_029	Medium-A	Soil	8
S_02729	Day_029	Medium-B	Water	1
S_02730	Day_029	Medium-B	Water	2
S_02731	Day_029	Medium-B	Water	3
S_02732	Day_029	Medium-B	Water	4
S_02733	Day_029	Medium-B	Soil	1
S_02734	Day_029	Medium-B	Soil	2
S_02735	Day_029	Medium-B	Soil	3
S_02736	Day_029	Medium-B	Soil	4
S_02745	Day_029	Medium-B	Water	5
S_02746	Day_029	Medium-B	Water	6
S_02747	Day_029	Medium-B	Water	7
S_02748	Day_029	Medium-B	Water	8
S_02749	Day_029	Medium-B	Soil	5
S_02750	Day_029	Medium-B	Soil	6
S_02751	Day_029	Medium-B	Soil	7
S_02752	Day_029	Medium-B	Soil	8
S_02761	Day_029	Medium-C	Water	1
S_02762	Day_029	Medium-C	Water	2
S_02763	Day_029	Medium-C	Water	3
S_02764	Day_029	Medium-C	Water	4
S_02765	Day_029	Medium-C	Soil	1
S_02766	Day_029	Medium-C	Soil	2
S_02767	Day_029	Medium-C	Soil	3
S_02768	Day_029	Medium-C	Soil	4
S_02777	Day_029	Medium-C	Water	5
S_02778	Day_029	Medium-C	Water	6
S_02779	Day_029	Medium-C	Water	7
S_02780	Day_029	Medium-C	Water	8
S_02781	Day_029	Medium-C	Soil	5
S_02782	Day_029	Medium-C	Soil	6
S_02783	Day_029	Medium-C	Soil	7
S_02784	Day_029	Medium-C	Soil	8
S_02793	Day_030	Medium-A	Water	1
S_02794	Day_030	Medium-A	Water	2
S_02795	Day_030	Medium-A	Water	3
S_02796	Day_030	Medium-A	Water	4
S_02797	Day_030	Medium-A	Soil	1
S_02798	Day_030	Medium-A	Soil	2
S_02799	Day_030	Medium-A	Soil	3
S_02800	Day_030	Medium-A	Soil	4
S_02809	Day_030	Medium-A	Water	5
S_02810	Day_030	Medium-A	Water	6
S_02811	Day_030	Medium-A	Water	7
S_02812	Day_030	Medium-A	Water	8
S_02813	Day_030	Medium-A	Soil	5
S_02814	Day_030	Medium-A	Soil	6
S_02815	Day_030	Medium-A	Soil	7
S_02816	Day_030	Medium-A	Soil	8
S_02825	Day_030	Medium-B	Water	1
S_02826	Day_030	Medium-B	Water	2
S_02827	Day_030	Medium-B	Water	3
S_02828	Day_030	Medium-B	Water	4
S_02829	Day_030	Medium-B	Soil	1
S_02830	Day_030	Medium-B	Soil	2
S_02831	Day_030	Medium-B	Soil	3
S_02832	Day_030	Medium-B	Soil	4
S_02841	Day_030	Medium-B	Water	5
S_02842	Day_030	Medium-B	Water	6
S_02843	Day_030	Medium-B	Water	7
S_02844	Day_030	Medium-B	Water	8
S_02845	Day_030	Medium-B	Soil	5
S_02846	Day_030	Medium-B	Soil	6
S_02847	Day_030	Medium-B	Soil	7
S_02848	Day_030	Medium-B	Soil	8
S_02857	Day_030	Medium-C	Water	1
S_02858	Day_030	Medium-C	Water	2
S_02859	Day_030	Medium-C	Water	3
S_02860	Day_030	Medium-C	Water	4
S_02861	Day_030	Medium-C	Soil	1
S_02862	Day_030	Medium-C	Soil	2
S_02863	Day_030	Medium-C	Soil	3
S_02864	Day_030	Medium-C	Soil	4
S_02873	Day_030	Medium-C	Water	5
S_02874	Day_030	Medium-C	Water	6
S_02875	Day_030	Medium-C	Water	7
S_02876	Day_030	Medium-C	Water	8
S_02877	Day_030	Medium-C	Soil	5
S_02878	Day_030	Medium-C	Soil	6
S_02879	Day_030	Medium-C	Soil	7
S_02880	Day_030	Medium-C	Soil	8
S_02889	Day_031	Medium-A	Water	1
S_02890	Day_031	Medium-A	Water	2
S_02891	Day_031	Medium-A	Water	3
S_02892	Day_031	Medium-A	Water	4
S_02893	Day_031	Medium-A	Soil	1
S_02894	Day_031	Medium-A	Soil	2
S_02895	Day_031	Medium-A	Soil	3
S_02896	Day_031	Medium-A	Soil	4
S_02905	Day_031	Medium-A	Water	5
S_02906	Day_031	Medium-A	Water	6
S_02907	Day_031	Medium-A	Water	7
S_02908	Day_031	Medium-A	Water	8
S_02909	Day_031	Medium-A	Soil	5
S_02910	Day_031	Medium-A	Soil	6
S_02911	Day_031	Medium-A	Soil	7
S_02912	Day_031	Medium-A	Soil	8
S_02921	Day_031	Medium-B	Water	1
S_02922	Day_031	Medium-B	Water	2
S_02923	Day_031	Medium-B	Water	3
S_02924	Day_031	Medium-B	Water	4
S_02925	Day_031	Medium-B	Soil	1
S_02926	Day_031	Medium-B	Soil	2
S_02927	Day_031	Medium-B	Soil	3
S_02928	Day_031	Medium-B	Soil	4
S_02937	Day_031	Medium-B	Water	5
S_02938	Day_031	Medium-B	Water	6
S_02939	Day_031	Medium-B	Water	7
S_02940	Day_031	Medium-B	Water	8
S_02941	Day_031	Medium-B	Soil	5
S_02942	Day_031	Medium-B	Soil	6
S_02943	Day_031	Medium-B	Soil	7
S_02944	Day_031	Medium-B	Soil	8
S_02953	Day_031	Medium-C	Water	1
S_02954	Day_031	Medium-C	Water	2
S_02955	Day_031	Medium-C	Water	3
S_02956	Day_031	Medium-C	Water	4
S_02957	Day_031	Medium-C	Soil	1
S_02958	Day_031	Medium-C	Soil	2
S_02959	Day_031	Medium-C	Soil	3
S_02960	Day_031	Medium-C	Soil	4
S_02969	Day_031	Medium-C	Water	5
S_02970	Day_031	Medium-C	Water	6
S_02971	Day_031	Medium-C	Water	7
S_02972	Day_031	Medium-C	Water	8
S_02973	Day_031	Medium-C	Soil	5
S_02974	Day_031	Medium-C	Soil	6
S_02975	Day_031	Medium-C	Soil	7
S_02976	Day_031	Medium-C	Soil	8
S_02985	Day_032	Medium-A	Water	1
S_02986	Day_032	Medium-A	Water	2
S_02987	Day_032	Medium-A	Water	3
S_02988	Day_032	Medium-A	Water	4
S_02989	Day_032	Medium-A	Soil	1
S_02990	Day_032	Medium-A	Soil	2
S_02991	Day_032	Medium-A	Soil	3
S_02992	Day_032	Medium-A	Soil	4
S_03001	Day_032	Medium-A	Water	5
S_03002	Day_032	Medium-A	Water	6
S_03003	Day_032	Medium-A	Water	7
S_03004	Day_032	Medium-A	Water	8
S_03005	Day_032	Medium-A	Soil	5
S_03006	Day_032	Medium-A	Soil	6
S_03007	Day_032	Medium-A	Soil	7
S_03008	Day_032	Medium-A	Soil	8
S_03017	Day_032	Medium-B	Water	1
S_03018	Day_032	Medium-B	Water	2
S_03019	Day_032	Medium-B	Water	3
S_03020	Day_032	Medium-B	Water	4
S_03021	Day_032	Medium-B	Soil	1
S_03022	Day_032	Medium-B	Soil	2
S_03023	Day_032	Medium-B	Soil	3
S_03024	Day_032	Medium-B	Soil	4
S_03033	Day_032	Medium-B	Water	5
S_03034	Day_032	Medium-B	Water	6
S_03035	Day_032	Medium-B	Water	7
S_03036	Day_032	Medium-B	Water	8
S_03037	Day_032	Medium-B	Soil	5
S_03038	Day_032	Medium-B	Soil	6
S_03039	Day_032	Medium-B	Soil	7
S_03040	Day_032	Medium-B	Soil	8
S_03049	Day_032	Medium-C	Water	1
S_03050	Day_032	Medium-C	Water	2
S_03051	Day_032	Medium-C	Water	3
S_03052	Day_032	Medium-C	Water	4
S_03053	Day_032	Medium-C	Soil	1
S_03054	Day_032	Medium-C	Soil	2
S_03055	Day_032	Medium-C	Soil	3
S_03056	Day_032	Medium-C	Soil	4
S_03065	Day_032	Medium-C	Water	5
S_03066	Day_032	Medium-C	Water	6
S_03067	Day_032	Medium-C	Water	7
S_03068	Day_032	Medium-C	Water	8
S_03069	Day_032	Medium-C	Soil	5
S_03070	Day_032	Medium-C	Soil	6
S_03071	Day_032	Medium-C	Soil	7
S_03072	Day_032	Medium-C	Soil	8
S_03081	Day_033	Medium-A	Water	1
S_03082	Day_033	Medium-A	Water	2
S_03083	Day_033	Medium-A	Water	3
S_03084	Day_033	Medium-A	Water	4
S_03085	Day_033	Medium-A	Soil	1
S_03086	Day_033	Medium-A	Soil	2
S_03087	Day_033	Medium-A	Soil	3
S_03088	Day_033	Medium-A	Soil	4
S_03097	Day_033	Medium-A	Water	5
S_03098	Day_033	Medium-A	Water	6
S_03099	Day_033	Medium-A	Water	7
S_03100	Day_033	Medium-A	Water	8
S_03101	Day_033	Medium-A	Soil	5
S_03102	Day_033	Medium-A	Soil	6
S_03103	Day_033	Medium-A	Soil	7
S_03104	Day_033	Medium-A	Soil	8
S_03113	Day_033	Medium-B	Water	1
S_03114	Day_033	Medium-B	Water	2
S_03115	Day_033	Medium-B	Water	3
S_03116	Day_033	Medium-B	Water	4
S_03117	Day_033	Medium-B	Soil	1
S_03118	Day_033	Medium-B	Soil	2
S_03119	Day_033	Medium-B	Soil	3
S_03120	Day_033	Medium-B	Soil	4
S_03129	Day_033	Medium-B	Water	5
S_03130	Day_033	Medium-B	Water	6
S_03131	Day_033	Medium-B	Water	7
S_03132	Day_033	Medium-B	Water	8
S_03133	Day_033	Medium-B	Soil	5
S_03134	Day_033	Medium-B	Soil	6
S_03135	Day_033	Medium-B	Soil	7
S_03136	Day_033	Medium-B	Soil	8
S_03145	Day_033	Medium-C	Water	1
S_03146	Day_033	Medium-C	Water	2
S_03147	Day_033	Medium-C	Water	3
S_03148	Day_033	Medium-C	Water	4
S_03149	Day_033	Medium-C	Soil	1
S_03150	Day_033	Medium-C	Soil	2
S_03151	Day_033	Medium-C	Soil	3
S_03152	Day_033	Medium-C	Soil	4
S_03161	Day_033	Medium-C	Water	5
S_03162	Day_033	Medium-C	Water	6
S_03163	Day_033	Medium-C	Water	7
S_03164	Day_033	Medium-C	Water	8
S_03165	Day_033	Medium-C	Soil	5
S_03166	Day_033	Medium-C	Soil	6
S_03167	Day_033	Medium-C	Soil	7
S_03168	Day_033	Medium-C	Soil	8
S_03177	Day_034	Medium-A	Water	1
S_03178	Day_034	Medium-A	Water	2
S_03179	Day_034	Medium-A	Water	3
S_03180	Day_034	Medium-A	Water	4
S_03181	Day_034	Medium-A	Soil	1
S_03182	Day_034	Medium-A	Soil	2
S_03183	Day_034	Medium-A	Soil	3
S_03184	Day_034	Medium-A	Soil	4
S_03193	Day_034	Medium-A	Water	5
S_03194	Day_034	Medium-A	Water	6
S_03195	Day_034	Medium-A	Water	7
S_03196	Day_034	Medium-A	Water	8
S_03197	Day_034	Medium-A	Soil	5
S_03198	Day_034	Medium-A	Soil	6
S_03199	Day_034	Medium-A	Soil	7
S_03200	Day_034	Medium-A	Soil	8
S_03209	Day_034	Medium-B	Water	1
S_03210	Day_034	Medium-B	Water	2
S_03211	Day_034	Medium-B	Water	3
S_03212	Day_034	Medium-B	Water	4
S_03213	Day_034	Medium-B	Soil	1
S_03214	Day_034	Medium-B	Soil	2
S_03215	Day_034	Medium-B	Soil	3
S_03216	Day_034	Medium-B	Soil	4
S_03225	Day_034	Medium-B	Water	5
S_03226	Day_034	Medium-B	Water	6
S_03227	Day_034	Medium-B	Water	7
S_03228	Day_034	Medium-B	Water	8
S_03229	Day_034	Medium-B	Soil	5
S_03230	Day_034	Medium-B	Soil	6
S_03231	Day_034	Medium-B	Soil	7
S_03232	Day_034	Medium-B	Soil	8
S_03241	Day_034	Medium-C	Water	1
S_03242	Day_034	Medium-C	Water	2
S_03243	Day_034	Medium-C	Water	3
S_03244	Day_034	Medium-C	Water	4
S_03245	Day_034	Medium-C	Soil	1
S_03246	Day_034	Medium-C	Soil	2
S_03247	Day_034	Medium-C	Soil	3
S_03248	Day_034	Medium-C	Soil	4
S_03257	Day_034	Medium-C	Water	5
S_03258	Day_034	Medium-C	Water	6
S_03259	Day_034	Medium-C	Water	7
S_03260	Day_034	Medium-C	Water	8
S_03261	Day_034	Medium-C	Soil	5
S_03262	Day_034	Medium-C	Soil	6
S_03263	Day_034	Medium-C	Soil	7
S_03264	Day_034	Medium-C	Soil	8
S_03273	Day_035	Medium-A	Water	1
S_03274	Day_035	Medium-A	Water	2
S_03275	Day_035	Medium-A	Water	3
S_03276	Day_035	Medium-A	Water	4
S_03277	Day_035	Medium-A	Soil	1
S_03278	Day_035	Medium-A	Soil	2
S_03279	Day_035	Medium-A	Soil	3
S_03280	Day_035	Medium-A	Soil	4
S_03289	Day_035	Medium-A	Water	5
S_03290	Day_035	Medium-A	Water	6
S_03291	Day_035	Medium-A	Water	7
S_03292	Day_035	Medium-A	Water	8
S_03293	Day_035	Medium-A	Soil	5
S_03294	Day_035	Medium-A	Soil	6
S_03295	Day_035	Medium-A	Soil	7
S_03296	Day_035	Medium-A	Soil	8
S_03305	Day_035	Medium-B	Water	1
S_03306	Day_035	Medium-B	Water	2
S_03307	Day_035	Medium-B	Water	3
S_03308	Day_035	Medium-B	Water	4
S_03309	Day_035	Medium-B	Soil	1
S_03310	Day_035	Medium-B	Soil	2
S_03311	Day_035	Medium-B	Soil	3
S_03312	Day_035	Medium-B	Soil	4
S_03321	Day_035	Medium-B	Water	5
S_03322	Day_035	Medium-B	Water	6
S_03323	Day_035	Medium-B	Water	7
S_03324	Day_035	Medium-B	Water	8
S_03325	Day_035	Medium-B	Soil	5
S_03326	Day_035	Medium-B	Soil	6
S_03327	Day_035	Medium-B	Soil	7
S_03328	Day_035	Medium-B	Soil	8
S_03337	Day_035	Medium-C	Water	1
S_03338	Day_035	Medium-C	Water	2
S_03339	Day_035	Medium-C	Water	3
S_03340	Day_035	Medium-C	Water	4
S_03341	Day_035	Medium-C	Soil	1
S_03342	Day_035	Medium-C	Soil	2
S_03343	Day_035	Medium-C	Soil	3
S_03344	Day_035	Medium-C	Soil	4
S_03353	Day_035	Medium-C	Water	5
S_03354	Day_035	Medium-C	Water	6
S_03355	Day_035	Medium-C	Water	7
S_03356	Day_035	Medium-C	Water	8
S_03357	Day_035	Medium-C	Soil	5
S_03358	Day_035	Medium-C	Soil	6
S_03359	Day_035	Medium-C	Soil	7
S_03360	Day_035	Medium-C	Soil	8
S_03369	Day_036	Medium-A	Water	1
S_03370	Day_036	Medium-A	Water	2
S_03371	Day_036	Medium-A	Water	3
S_03372	Day_036	Medium-A	Water	4
S_03373	Day_036	Medium-A	Soil	1
S_03374	Day_036	Medium-A	Soil	2
S_03375	Day_036	Medium-A	Soil	3
S_03376	Day_036	Medium-A	Soil	4
S_03385	Day_036	Medium-A	Water	5
S_03386	Day_036	Medium-A	Water	6
S_03387	Day_036	Medium-A	Water	7
S_03388	Day_036	Medium-A	Water	8
S_03389	Day_036	Medium-A	Soil	5
S_03390	Day_036	Medium-A	Soil	6
S_03391	Day_036	Medium-A	Soil	7
S_03392	Day_036	Medium-A	Soil	8
S_03401	Day_036	Medium-B	Water	1
S_03402	Day_036	Medium-B	Water	2
S_03403	Day_036	Medium-B	Water	3
S_03404	Day_036	Medium-B	Water	4
S_03405	Day_036	Medium-B	Soil	1
S_03406	Day_036	Medium-B	Soil	2
S_03407	Day_036	Medium-B	Soil	3
S_03408	Day_036	Medium-B	Soil	4
S_03417	Day_036	Medium-B	Water	5
S_03418	Day_036	Medium-B	Water	6
S_03419	Day_036	Medium-B	Water	7
S_03420	Day_036	Medium-B	Water	8
S_03421	Day_036	Medium-B	Soil	5
S_03422	Day_036	Medium-B	Soil	6
S_03423	Day_036	Medium-B	Soil	7
S_03424	Day_036	Medium-B	Soil	8
S_03433	Day_036	Medium-C	Water	1
S_03434	Day_036	Medium-C	Water	2
S_03435	Day_036	Medium-C	Water	3
S_03436	Day_036	Medium-C	Water	4
S_03437	Day_036	Medium-C	Soil	1
S_03438	Day_036	Medium-C	Soil	2
S_03439	Day_036	Medium-C	Soil	3
S_03440	Day_036	Medium-C	Soil	4
S_03449	Day_036	Medium-C	Water	5
S_03450	Day_036	Medium-C	Water	6
S_03451	Day_036	Medium-C	Water	7
S_03452	Day_036	Medium-C	Water	8
S_03453	Day_036	Medium-C	Soil	5
S_03454	Day_036	Medium-C	Soil	6
S_03455	Day_036	Medium-C	Soil	7
S_03456	Day_036	Medium-C	Soil	8
S_03465	Day_037	Medium-A	Water	1
S_03466	Day_037	Medium-A	Water	2
S_03467	Day_037	Medium-A	Water	3
S_03468	Day_037	Medium-A	Water	4
S_03469	Day_037	Medium-A	Soil	1
S_03470	Day_037	Medium-A	Soil	2
S_03471	Day_037	Medium-A	Soil	3
S_03472	Day_037	Medium-A	Soil	4
S_03481	Day_037	Medium-A	Water	5
S_03482	Day_037	Medium-A	Water	6
S_03483	Day_037	Medium-A	Water	7
S_03484	Day_037	Medium-A	Water	8
S_03485	Day_037	Medium-A	Soil	5
S_03486	Day_037	Medium-A	Soil	6
S_03487	Day_037	Medium-A	Soil	7
S_03488	Day_037	Medium-A	Soil	8
S_03497	Day_037	Medium-B	Water	1
S_03498	Day_037	Medium-B	Water	2
S_03499	Day_037	Medium-B	Water	3
S_03500	Day_037	Medium-B	Water	4
S_03501	Day_037	Medium-B	Soil	1
S_03502	Day_037	Medium-B	Soil	2
S_03503	Day_037	Medium-B	Soil	3
S_03504	Day_037	Medium-B	Soil	4
S_03513	Day_037	Medium-B	Water	5
S_03514	Day_037	Medium-B	Water	6
S_03515	Day_037	Medium-B	Water	7
S_03516	Day_037	Medium-B	Water	8
S_03517	Day_037	Medium-B	Soil	5
S_03518	Day_037	Medium-B	Soil	6
S_03519	Day_037	Medium-B	Soil	7
S_03520	Day_037	Medium-B	Soil	8
S_03529	Day_037	Medium-C	Water	1
S_03530	Day_037	Medium-C	Water	2
S_03531	Day_037	Medium-C	Water	3
S_03532	Day_037	Medium-C	Water	4
S_03533	Day_037	Medium-C	Soil	1
S_03534	Day_037	Medium-C	Soil	2
S_03535	Day_037	Medium-C	Soil	3
S_03536	Day_037	Medium-C	Soil	4
S_03545	Day_037	Medium-C	Water	5
S_03546	Day_037	Medium-C	Water	6
S_03547	Day_037	Medium-C	Water	7
S_03548	Day_037	Medium-C	Water	8
S_03549	Day_037	Medium-C	Soil	5
S_03550	Day_037	Medium-C	Soil	6
S_03551	Day_037	Medium-C	Soil	7
S_03552	Day_037	Medium-C	Soil	8
S_03561	Day_038	Medium-A	Water	1
S_03562	Day_038	Medium-A	Water	2
S_03563	Day_038	Medium-A	Water	3
S_03564	Day_038	Medium-A	Water	4
S_03565	Day_038	Medium-A	Soil	1
S_03566	Day_038	Medium-A	Soil	2
S_03567	Day_038	Medium-A	Soil	3
S_03568	Day_038	Medium-A	Soil	4
S_03577	Day_038	Medium-A	Water	5
S_03578	Day_038	Medium-A	Water	6
S_03579	Day_038	Medium-A	Water	7
S_03580	Day_038	Medium-A	Water	8
S_03581	Day_038	Medium-A	Soil	5
S_03582	Day_038	Medium-A	Soil	6
S_03583	Day_038	Medium-A	Soil	7
S_03584	Day_038	Medium-A	Soil	8
S_03593	Day_038	Medium-B	Water	1
S_03594	Day_038	Medium-B	Water	2
S_03595	Day_038	Medium-B	Water	3
S_03596	Day_038	Medium-B	Water	4
S_03597	Day_038	Medium-B	Soil	1
S_03598	Day_038	Medium-B	Soil	2
S_03599	Day_038	Medium-B	Soil	3
S_03600	Day_038	Medium-B	Soil	4
S_03609	Day_038	Medium-B	Water	5
S_03610	Day_038	Medium-B	Water	6
S_03611	Day_038	Medium-B	Water	7
S_03612	Day_038	Medium-B	Water	8
S_03613	Day_038	Medium-B	Soil	5
S_03614	Day_038	Medium-B	Soil	6
S_03615	Day_038	Medium-B	Soil	7
S_03616	Day_038	Medium-B	Soil	8
S_03625	Day_038	Medium-C	Water	1
S_03626	Day_038	Medium-C	Water	2
S_03627	Day_038	Medium-C	Water	3
S_03628	Day_038	Medium-C	Water	4
S_03629	Day_038	Medium-C	Soil	1
S_03630	Day_038	Medium-C	Soil	2
S_03631	Day_038	Medium-C	Soil	3
S_03632	Day_038	Medium-C	Soil	4
S_03641	Day_038	Medium-C	Water	5
S_03642	Day_038	Medium-C	Water	6
S_03643	Day_038	Medium-C	Water	7
S_03644	Day_038	Medium-C	Water	8
S_03645	Day_038	Medium-C	Soil	5
S_03646	Day_038	Medium-C	Soil	6
S_03647	Day_038	Medium-C	Soil	7
S_03648	Day_038	Medium-C	Soil	8
S_03657	Day_039	Medium-A	Water	1
S_03658	Day_039	Medium-A	Water	2
S_03659	Day_039	Medium-A	Water	3
S_03660	Day_039	Medium-A	Water	4
S_03661	Day_039	Medium-A	Soil	1
S_03662	Day_039	Medium-A	Soil	2
S_03663	Day_039	Medium-A	Soil	3
S_03664	Day_039	Medium-A	Soil	4
S_03673	Day_039	Medium-A	Water	5
S_03674	Day_039	Medium-A	Water	6
S_03675	Day_039	Medium-A	Water	7
S_03676	Day_039	Medium-A	Water	8
S_03677	Day_039	Medium-A	Soil	5
S_03678	Day_039	Medium-A	Soil	6
S_03679	Day_039	Medium-A	Soil	7
S_03680	Day_039	Medium-A	Soil	8
S_03689	Day_039	Medium-B	Water	1
S_03690	Day_039	Medium-B	Water	2
S_03691	Day_039	Medium-B	Water	3
S_03692	Day_039	Medium-B	Water	4
S_03693	Day_039	Medium-B	Soil	1
S_03694	Day_039	Medium-B	Soil	2
S_03695	Day_039	Medium-B	Soil	3
S_03696	Day_039	Medium-B	Soil	4
S_03705	Day_039	Medium-B	Water	5
S_03706	Day_039	Medium-B	Water	6
S_03707	Day_039	Medium-B	Water	7
S_03708	Day_039	Medium-B	Water	8
S_03709	Day_039	Medium-B	Soil	5
S_03710	Day_039	Medium-B	Soil	6
S_03711	Day_039	Medium-B	Soil	7
S_03712	Day_039	Medium-B	Soil	8
S_03721	Day_039	Medium-C	Water	1
S_03722	Day_039	Medium-C	Water	2
S_03723	Day_039	Medium-C	Water	3
S_03724	Day_039	Medium-C	Water	4
S_03725	Day_039	Medium-C	Soil	1
S_03726	Day_039	Medium-C	Soil	2
S_03727	Day_039	Medium-C	Soil	3
S_03728	Day_039	Medium-C	Soil	4
S_03737	Day_039	Medium-C	Water	5
S_03738	Day_039	Medium-C	Water	6
S_03739	Day_039	Medium-C	Water	7
S_03740	Day_039	Medium-C	Water	8
S_03741	Day_039	Medium-C	Soil	5
S_03742	Day_039	Medium-C	Soil	6
S_03743	Day_039	Medium-C	Soil	7
S_03744	Day_039	Medium-C	Soil	8
S_03753	Day_040	Medium-A	Water	1
S_03754	Day_040	Medium-A	Water	2
S_03755	Day_040	Medium-A	Water	3
S_03756	Day_040	Medium-A	Water	4
S_03757	Day_040	Medium-A	Soil	1
S_03758	Day_040	Medium-A	Soil	2
S_03759	Day_040	Medium-A	Soil	3
S_03760	Day_040	Medium-A	Soil	4
S_03769	Day_040	Medium-A	Water	5
S_03770	Day_040	Medium-A	Water	6
S_03771	Day_040	Medium-A	Water	7
S_03772	Day_040	Medium-A	Water	8
S_03773	Day_040	Medium-A	Soil	5
S_03774	Day_040	Medium-A	Soil	6
S_03775	Day_040	Medium-A	Soil	7
S_03776	Day_040	Medium-A	Soil	8
S_03785	Day_040	Medium-B	Water	1
S_03786	Day_040	Medium-B	Water	2
S_03787	Day_040	Medium-B	Water	3
S_03788	Day_040	Medium-B	Water	4
S_03789	Day_040	Medium-B	Soil	1
S_03790	Day_040	Medium-B	Soil	2
S_03791	Day_040	Medium-B	Soil	3
S_03792	Day_040	Medium-B	Soil	4
S_03801	Day_040	Medium-B	Water	5
S_03802	Day_040	Medium-B	Water	6
S_03803	Day_040	Medium-B	Water	7
S_03804	Day_040	Medium-B	Water	8
S_03805	Day_040	Medium-B	Soil	5
S_03806	Day_040	Medium-B	Soil	6
S_03807	Day_040	Medium-B	Soil	7
S_03808	Day_040	Medium-B	Soil	8
S_03817	Day_040	Medium-C	Water	1
S_03818	Day_040	Medium-C	Water	2
S_03819	Day_040	Medium-C	Water	3
S_03820	Day_040	Medium-C	Water	4
S_03821	Day_040	Medium-C	Soil	1
S_03822	Day_040	Medium-C	Soil	2
S_03823	Day_040	Medium-C	Soil	3
S_03824	Day_040	Medium-C	Soil	4
S_03833	Day_040	Medium-C	Water	5
S_03834	Day_040	Medium-C	Water	6
S_03835	Day_040	Medium-C	Water	7
S_03836	Day_040	Medium-C	Water	8
S_03837	Day_040	Medium-C	Soil	5
S_03838	Day_040	Medium-C	Soil	6
S_03839	Day_040	Medium-C	Soil	7
S_03840	Day_040	Medium-C	Soil	8
S_03849	Day_041	Medium-A	Water	1
S_03850	Day_041	Medium-A	Water	2
S_03851	Day_041	Medium-A	Water	3
S_03852	Day_041	Medium-A	Water	4
S_03853	Day_041	Medium-A	Soil	1
S_03854	Day_041	Medium-A	Soil	2
S_03855	Day_041	Medium-A	Soil	3
S_03856	Day_041	Medium-A	Soil	4
S_03865	Day_041	Medium-A	Water	5
S_03866	Day_041	Medium-A	Water	6
S_03867	Day_041	Medium-A	Water	7
S_03868	Day_041	Medium-A	Water	8
S_03869	Day_041	Medium-A	Soil	5
S_03870	Day_041	Medium-A	Soil	6
S_03871	Day_041	Medium-A	Soil	7
S_03872	Day_041	Medium-A	Soil	8
S_03881	Day_041	Medium-B	Water	1
S_03882	Day_041	Medium-B	Water	2
S_03883	Day_041	Medium-B	Water	3
S_03884	Day_041	Medium-B	Water	4
S_03885	Day_041	Medium-B	Soil	1
S_03886	Day_041	Medium-B	Soil	2
S_03887	Day_041	Medium-B	Soil	3
S_03888	Day_041	Medium-B	Soil	4
S_03897	Day_041	Medium-B	Water	5
S_03898	Day_041	Medium-B	Water	6
