sample	time	resource	inoculum	replicate.id
S_05197	Day_055	Medium-A	Soil	1
S_05198	Day_055	Medium-A	Soil	2
S_05199	Day_055	Medium-A	Soil	3
S_05200	Day_055	Medium-A	Soil	4
S_05209	Day_055	Medium-A	Water	5
S_05210	Day_055	Medium-A	Water	6
S_05211	Day_055	Medium-A	Water	7
S_05212	Day_055	Medium-A	Water	8
S_05213	Day_055	Medium-A	Soil	5
S_05214	Day_055	Medium-A	Soil	6
S_05215	Day_055	Medium-A	Soil	7
S_05216	Day_055	Medium-A	Soil	8
S_05225	Day_055	Medium-B	Water	1
S_05226	Day_055	Medium-B	Water	2
S_05227	Day_055	Medium-B	Water	3
S_05228	Day_055	Medium-B	Water	4
S_05229	Day_055	Medium-B	Soil	1
S_05230	Day_055	Medium-B	Soil	2
S_05231	Day_055	Medium-B	Soil	3
S_05232	Day_055	Medium-B	Soil	4
S_05241	Day_055	Medium-B	Water	5
S_05242	Day_055	Medium-B	Water	6
S_05243	Day_055	Medium-B	Water	7
S_05244	Day_055	Medium-B	Water	8
S_05245	Day_055	Medium-B	Soil	5
S_05246	Day_055	Medium-B	Soil	6
S_05247	Day_055	Medium-B	Soil	7
S_05248	Day_055	Medium-B	Soil	8
S_05257	Day_055	Medium-C	Water	1
S_05258	Day_055	Medium-C	Water	2
S_05259	Day_055	Medium-C	Water	3
S_05260	Day_055	Medium-C	Water	4
S_05261	Day_055	Medium-C	Soil	1
S_05262	Day_055	Medium-C	Soil	2
S_05263	Day_055	Medium-C	Soil	3
S_05264	Day_055	Medium-C	Soil	4
S_05273	Day_055	Medium-C	Water	5
S_05274	Day_055	Medium-C	Water	6
S_05275	Day_055	Medium-C	Water	7
S_05276	Day_055	Medium-C	Water	8
S_05277	Day_055	Medium-C	Soil	5
S_05278	Day_055	Medium-C	Soil	6
S_05279	Day_055	Medium-C	Soil	7
S_05280	Day_055	Medium-C	Soil	8
S_05289	Day_056	Medium-A	Water	1
S_05290	Day_056	Medium-A	Water	2
S_05291	Day_056	Medium-A	Water	3
S_05292	Day_056	Medium-A	Water	4
S_05293	Day_056	Medium-A	Soil	1
S_05294	Day_056	Medium-A	Soil	2
S_05295	Day_056	Medium-A	Soil	3
S_05296	Day_056	Medium-A	Soil	4
S_05305	Day_056	Medium-A	Water	5
S_05306	Day_056	Medium-A	Water	6
S_05307	Day_056	Medium-A	Water	7
S_05308	Day_056	Medium-A	Water	8
S_05309	Day_056	Medium-A	Soil	5
S_05310	Day_056	Medium-A	Soil	6
S_05311	Day_056	Medium-A	Soil	7
S_05312	Day_056	Medium-A	Soil	8
S_05321	Day_056	Medium-B	Water	1
S_05322	Day_056	Medium-B	Water	2
S_05323	Day_056	Medium-B	Water	3
S_05324	Day_056	Medium-B	Water	4
S_05325	Day_056	Medium-B	Soil	1
S_05326	Day_056	Medium-B	Soil	2
S_05327	Day_056	Medium-B	Soil	3
S_05328	Day_056	Medium-B	Soil	4
S_05337	Day_056	Medium-B	Water	5
S_05338	Day_056	Medium-B	Water	6
S_05339	Day_056	Medium-B	Water	7
S_05340	Day_056	Medium-B	Water	8
S_05341	Day_056	Medium-B	Soil	5
S_05342	Day_056	Medium-B	Soil	6
S_05343	Day_056	Medium-B	Soil	7
S_05344	Day_056	Medium-B	Soil	8
S_05353	Day_056	Medium-C	Water	1
S_05354	Day_056	Medium-C	Water	2
S_05355	Day_056	Medium-C	Water	3
S_05356	Day_056	Medium-C	Water	4
S_05357	Day_056	Medium-C	Soil	1
S_05358	Day_056	Medium-C	Soil	2
S_05359	Day_056	Medium-C	Soil	3
S_05360	Day_056	Medium-C	Soil	4
S_05369	Day_056	Medium-C	Water	5
S_05370	Day_056	Medium-C	Water	6
S_05371	Day_056	Medium-C	Water	7
S_05372	Day_056	Medium-C	Water	8
S_05373	Day_056	Medium-C	Soil	5
S_05374	Day_056	Medium-C	Soil	6
S_05375	Day_056	Medium-C	Soil	7
S_05376	Day_056	Medium-C	Soil	8
S_05385	Day_057	Medium-A	Water	1
S_05386	Day_057	Medium-A	Water	2
S_05387	Day_057	Medium-A	Water	3
S_05388	Day_057	Medium-A	Water	4
S_05389	Day_057	Medium-A	Soil	1
S_05390	Day_057	Medium-A	Soil	2
S_05391	Day_057	Medium-A	Soil	3
S_05392	Day_057	Medium-A	Soil	4
S_05401	Day_057	Medium-A	Water	5
S_05402	Day_057	Medium-A	Water	6
S_05403	Day_057	Medium-A	Water	7
S_05404	Day_057	Medium-A	Water	8
S_05405	Day_057	Medium-A	Soil	5
S_05406	Day_057	Medium-A	Soil	6
S_05407	Day_057	Medium-A	Soil	7
S_05408	Day_057	Medium-A	Soil	8
S_05417	Day_057	Medium-B	Water	1
S_05418	Day_057	Medium-B	Water	2
S_05419	Day_057	Medium-B	Water	3
S_05420	Day_057	Medium-B	Water	4
S_05421	Day_057	Medium-B	Soil	1
S_05422	Day_057	Medium-B	Soil	2
S_05423	Day_057	Medium-B	Soil	3
S_05424	Day_057	Medium-B	Soil	4
S_05433	Day_057	Medium-B	Water	5
S_05434	Day_057	Medium-B	Water	6
S_05435	Day_057	Medium-B	Water	7
S_05436	Day_057	Medium-B	Water	8
S_05437	Day_057	Medium-B	Soil	5
S_05438	Day_057	Medium-B	Soil	6
S_05439	Day_057	Medium-B	Soil	7
S_05440	Day_057	Medium-B	Soil	8
S_05449	Day_057	Medium-C	Water	1
S_05450	Day_057	Medium-C	Water	2
S_05451	Day_057	Medium-C	Water	3
S_05452	Day_057	Medium-C	Water	4
S_05453	Day_057	Medium-C	Soil	1
S_05454	Day_057	Medium-C	Soil	2
S_05455	Day_057	Medium-C	Soil	3
S_05456	Day_057	Medium-C	Soil	4
S_05465	Day_057	Medium-C	Water	5
S_05466	Day_057	Medium-C	Water	6
S_05467	Day_057	Medium-C	Water	7
S_05468	Day_057	Medium-C	Water	8
S_05469	Day_057	Medium-C	Soil	5
S_05470	Day_057	Medium-C	Soil	6
S_05471	Day_057	Medium-C	Soil	7
S_05472	Day_057	Medium-C	Soil	8
S_05481	Day_058	Medium-A	Water	1
S_05482	Day_058	Medium-A	Water	2
S_05483	Day_058	Medium-A	Water	3
S_05484	Day_058	Medium-A	Water	4
S_05485	Day_058	Medium-A	Soil	1
S_05486	Day_058	Medium-A	Soil	2
S_05487	Day_058	Medium-A	Soil	3
S_05488	Day_058	Medium-A	Soil	4
S_05497	Day_058	Medium-A	Water	5
S_05498	Day_058	Medium-A	Water	6
S_05499	Day_058	Medium-A	Water	7
S_05500	Day_058	Medium-A	Water	8
S_05501	Day_058	Medium-A	Soil	5
S_05502	Day_058	Medium-A	Soil	6
S_05503	Day_058	Medium-A	Soil	7
S_05504	Day_058	Medium-A	Soil	8
S_05513	Day_058	Medium-B	Water	1
S_05514	Day_058	Medium-B	Water	2
S_05515	Day_058	Medium-B	Water	3
S_05516	Day_058	Medium-B	Water	4
S_05517	Day_058	Medium-B	Soil	1
S_05518	Day_058	Medium-B	Soil	2
S_05519	Day_058	Medium-B	Soil	3
S_05520	Day_058	Medium-B	Soil	4
S_05529	Day_058	Medium-B	Water	5
S_05530	Day_058	Medium-B	Water	6
S_05531	Day_058	Medium-B	Water	7
S_05532	Day_058	Medium-B	Water	8
S_05533	Day_058	Medium-B	Soil	5
S_05534	Day_058	Medium-B	Soil	6
S_05535	Day_058	Medium-B	Soil	7
S_05536	Day_058	Medium-B	Soil	8
S_05545	Day_058	Medium-C	Water	1
S_05546	Day_058	Medium-C	Water	2
S_05547	Day_058	Medium-C	Water	3
S_05548	Day_058	Medium-C	Water	4
S_05549	Day_058	Medium-C	Soil	1
S_05550	Day_058	Medium-C	Soil	2
S_05551	Day_058	Medium-C	Soil	3
S_05552	Day_058	Medium-C	Soil	4
S_05561	Day_058	Medium-C	Water	5
S_05562	Day_058	Medium-C	Water	6
S_05563	Day_058	Medium-C	Water	7
S_05564	Day_058	Medium-C	Water	8
S_05565	Day_058	Medium-C	Soil	5
S_05566	Day_058	Medium-C	Soil	6
S_05567	Day_058	Medium-C	Soil	7
S_05568	Day_058	Medium-C	Soil	8
S_05577	Day_059	Medium-A	Water	1
S_05578	Day_059	Medium-A	Water	2
S_05579	Day_059	Medium-A	Water	3
S_05580	Day_059	Medium-A	Water	4
S_05581	Day_059	Medium-A	Soil	1
S_05582	Day_059	Medium-A	Soil	2
S_05583	Day_059	Medium-A	Soil	3
S_05584	Day_059	Medium-A	Soil	4
S_05593	Day_059	Medium-A	Water	5
S_05594	Day_059	Medium-A	Water	6
S_05595	Day_059	Medium-A	Water	7
S_05596	Day_059	Medium-A	Water	8
S_05597	Day_059	Medium-A	Soil	5
S_05598	Day_059	Medium-A	Soil	6
S_05599	Day_059	Medium-A	Soil	7
S_05600	Day_059	Medium-A	Soil	8
S_05609	Day_059	Medium-B	Water	1
S_05610	Day_059	Medium-B	Water	2
S_05611	Day_059	Medium-B	Water	3
S_05612	Day_059	Medium-B	Water	4
S_05613	Day_059	Medium-B	Soil	1
S_05614	Day_059	Medium-B	Soil	2
S_05615	Day_059	Medium-B	Soil	3
S_05616	Day_059	Medium-B	Soil	4
S_05625	Day_059	Medium-B	Water	5
S_05626	Day_059	Medium-B	Water	6
S_05627	Day_059	Medium-B	Water	7
S_05628	Day_059	Medium-B	Water	8
S_05629	Day_059	Medium-B	Soil	5
S_05630	Day_059	Medium-B	Soil	6
S_05631	Day_059	Medium-B	Soil	7
S_05632	Day_059	Medium-B	Soil	8
S_05641	Day_059	Medium-C	Water	1
S_05642	Day_059	Medium-C	Water	2
S_05643	Day_059	Medium-C	Water	3
S_05644	Day_059	Medium-C	Water	4
S_05645	Day_059	Medium-C	Soil	1
S_05646	Day_059	Medium-C	Soil	2
S_05647	Day_059	Medium-C	Soil	3
S_05648	Day_059	Medium-C	Soil	4
S_05657	Day_059	Medium-C	Water	5
S_05658	Day_059	Medium-C	Water	6
S_05659	Day_059	Medium-C	Water	7
S_05660	Day_059	Medium-C	Water	8
S_05661	Day_059	Medium-C	Soil	5
S_05662	Day_059	Medium-C	Soil	6
S_05663	Day_059	Medium-C	Soil	7
S_05664	Day_059	Medium-C	Soil	8
S_05673	Day_060	Medium-A	Water	1
S_05674	Day_060	Medium-A	Water	2
S_05675	Day_060	Medium-A	Water	3
S_05676	Day_060	Medium-A	Water	4
S_05677	Day_060	Medium-A	Soil	1
S_05678	Day_060	Medium-A	Soil	2
S_05679	Day_060	Medium-A	Soil	3
S_05680	Day_060	Medium-A	Soil	4
S_05689	Day_060	Medium-A	Water	5
S_05690	Day_060	Medium-A	Water	6
S_05691	Day_060	Medium-A	Water	7
S_05692	Day_060	Medium-A	Water	8
S_05693	Day_060	Medium-A	Soil	5
S_05694	Day_060	Medium-A	Soil	6
S_05695	Day_060	Medium-A	Soil	7
S_05696	Day_060	Medium-A	Soil	8
S_05705	Day_060	Medium-B	Water	1
S_05706	Day_060	Medium-B	Water	2
S_05707	Day_060	Medium-B	Water	3
S_05708	Day_060	Medium-B	Water	4
S_05709	Day_060	Medium-B	Soil	1
S_05710	Day_060	Medium-B	Soil	2
S_05711	Day_060	Medium-B	Soil	3
S_05712	Day_060	Medium-B	Soil	4
S_05721	Day_060	Medium-B	Water	5
S_05722	Day_060	Medium-B	Water	6
S_05723	Day_060	Medium-B	Water	7
S_05724	Day_060	Medium-B	Water	8
S_05725	Day_060	Medium-B	Soil	5
S_05726	Day_060	Medium-B	Soil	6
S_05727	Day_060	Medium-B	Soil	7
S_05728	Day_060	Medium-B	Soil	8
S_05737	Day_060	Medium-C	Water	1
S_05738	Day_060	Medium-C	Water	2
S_05739	Day_060	Medium-C	Water	3
S_05740	Day_060	Medium-C	Water	4
S_05741	Day_060	Medium-C	Soil	1
S_05742	Day_060	Medium-C	Soil	2
S_05743	Day_060	Medium-C	Soil	3
S_05744	Day_060	Medium-C	Soil	4
S_05753	Day_060	Medium-C	Water	5
S_05754	Day_060	Medium-C	Water	6
S_05755	Day_060	Medium-C	Water	7
S_05756	Day_060	Medium-C	Water	8
S_05757	Day_060	Medium-C	Soil	5
S_05758	Day_060	Medium-C	Soil	6
S_05759	Day_060	Medium-C	Soil	7
S_05760	Day_060	Medium-C	Soil	8
S_05769	Day_061	Medium-A	Water	1
S_05770	Day_061	Medium-A	Water	2
S_05771	Day_061	Medium-A	Water	3
S_05772	Day_061	Medium-A	Water	4
S_05773	Day_061	Medium-A	Soil	1
S_05774	Day_061	Medium-A	Soil	2
S_05775	Day_061	Medium-A	Soil	3
S_05776	Day_061	Medium-A	Soil	4
S_05785	Day_061	Medium-A	Water	5
S_05786	Day_061	Medium-A	Water	6
S_05787	Day_061	Medium-A	Water	7
S_05788	Day_061	Medium-A	Water	8
S_05789	Day_061	Medium-A	Soil	5
S_05790	Day_061	Medium-A	Soil	6
S_05791	Day_061	Medium-A	Soil	7
S_05792	Day_061	Medium-A	Soil	8
S_05801	Day_061	Medium-B	Water	1
S_05802	Day_061	Medium-B	Water	2
S_05803	Day_061	Medium-B	Water	3
S_05804	Day_061	Medium-B	Water	4
S_05805	Day_061	Medium-B	Soil	1
S_05806	Day_061	Medium-B	Soil	2
S_05807	Day_061	Medium-B	Soil	3
S_05808	Day_061	Medium-B	Soil	4
S_05817	Day_061	Medium-B	Water	5
S_05818	Day_061	Medium-B	Water	6
S_05819	Day_061	Medium-B	Water	7
S_05820	Day_061	Medium-B	Water	8
S_05821	Day_061	Medium-B	Soil	5
S_05822	Day_061	Medium-B	Soil	6
S_05823	Day_061	Medium-B	Soil	7
S_05824	Day_061	Medium-B	Soil	8
S_05833	Day_061	Medium-C	Water	1
S_05834	Day_061	Medium-C	Water	2
S_05835	Day_061	Medium-C	Water	3
S_05836	Day_061	Medium-C	Water	4
S_05837	Day_061	Medium-C	Soil	1
S_05838	Day_061	Medium-C	Soil	2
S_05839	Day_061	Medium-C	Soil	3
S_05840	Day_061	Medium-C	Soil	4
S_05849	Day_061	Medium-C	Water	5
S_05850	Day_061	Medium-C	Water	6
S_05851	Day_061	Medium-C	Water	7
S_05852	Day_061	Medium-C	Water	8
S_05853	Day_061	Medium-C	Soil	5
S_05854	Day_061	Medium-C	Soil	6
S_05855	Day_061	Medium-C	Soil	7
S_05856	Day_061	Medium-C	Soil	8
S_05865	Day_062	Medium-A	Water	1
S_05866	Day_062	Medium-A	Water	2
S_05867	Day_062	Medium-A	Water	3
S_05868	Day_062	Medium-A	Water	4
S_05869	Day_062	Medium-A	Soil	1
S_05870	Day_062	Medium-A	Soil	2
S_05871	Day_062	Medium-A	Soil	3
S_05872	Day_062	Medium-A	Soil	4
S_05881	Day_062	Medium-A	Water	5
S_05882	Day_062	Medium-A	Water	6
S_05883	Day_062	Medium-A	Water	7
S_05884	Day_062	Medium-A	Water	8
S_05885	Day_062	Medium-A	Soil	5
S_05886	Day_062	Medium-A	Soil	6
S_05887	Day_062	Medium-A	Soil	7
S_05888	Day_062	Medium-A	Soil	8
S_05897	Day_062	Medium-B	Water	1
S_05898	Day_062	Medium-B	Water	2
S_05899	Day_062	Medium-B	Water	3
S_05900	Day_062	Medium-B	Water	4
S_05901	Day_062	Medium-B	Soil	1
S_05902	Day_062	Medium-B	Soil	2
S_05903	Day_062	Medium-B	Soil	3
S_05904	Day_062	Medium-B	Soil	4
S_05913	Day_062	Medium-B	Water	5
S_05914	Day_062	Medium-B	Water	6
S_05915	Day_062	Medium-B	Water	7
S_05916	Day_062	Medium-B	Water	8
S_05917	Day_062	Medium-B	Soil	5
S_05918	Day_062	Medium-B	Soil	6
S_05919	Day_062	Medium-B	Soil	7
S_05920	Day_062	Medium-B	Soil	8
S_05929	Day_062	Medium-C	Water	1
S_05930	Day_062	Medium-C	Water	2
S_05931	Day_062	Medium-C	Water	3
S_05932	Day_062	Medium-C	Water	4
S_05933	Day_062	Medium-C	Soil	1
S_05934	Day_062	Medium-C	Soil	2
S_05935	Day_062	Medium-C	Soil	3
S_05936	Day_062	Medium-C	Soil	4
S_05945	Day_062	Medium-C	Water	5
S_05946	Day_062	Medium-C	Water	6
S_05947	Day_062	Medium-C	Water	7
S_05948	Day_062	Medium-C	Water	8
S_05949	Day_062	Medium-C	Soil	5
S_05950	Day_062	Medium-C	Soil	6
S_05951	Day_062	Medium-C	Soil	7
S_05952	Day_062	Medium-C	Soil	8
S_05961	Day_063	Medium-A	Water	1
S_05962	Day_063	Medium-A	Water	2
S_05963	Day_063	Medium-A	Water	3
S_05964	Day_063	Medium-A	Water	4
S_05965	Day_063	Medium-A	Soil	1
S_05966	Day_063	Medium-A	Soil	2
S_05967	Day_063	Medium-A	Soil	3
S_05968	Day_063	Medium-A	Soil	4
S_05977	Day_063	Medium-A	Water	5
S_05978	Day_063	Medium-A	Water	6
S_05979	Day_063	Medium-A	Water	7
S_05980	Day_063	Medium-A	Water	8
S_05981	Day_063	Medium-A	Soil	5
S_05982	Day_063	Medium-A	Soil	6
S_05983	Day_063	Medium-A	Soil	7
S_05984	Day_063	Medium-A	Soil	8
S_05993	Day_063	Medium-B	Water	1
S_05994	Day_063	Medium-B	Water	2
S_05995	Day_063	Medium-B	Water	3
S_05996	Day_063	Medium-B	Water	4
S_05997	Day_063	Medium-B	Soil	1
S_05998	Day_063	Medium-B	Soil	2
S_05999	Day_063	Medium-B	Soil	3
S_06000	Day_063	Medium-B	Soil	4
S_06009	Day_063	Medium-B	Water	5
S_06010	Day_063	Medium-B	Water	6
S_06011	Day_063	Medium-B	Water	7
S_06012	Day_063	Medium-B	Water	8
S_06013	Day_063	Medium-B	Soil	5
S_06014	Day_063	Medium-B	Soil	6
S_06015	Day_063	Medium-B	Soil	7
S_06016	Day_063	Medium-B	Soil	8
S_06025	Day_063	Medium-C	Water	1
S_06026	Day_063	Medium-C	Water	2
S_06027	Day_063	Medium-C	Water	3
S_06028	Day_063	Medium-C	Water	4
S_06029	Day_063	Medium-C	Soil	1
S_06030	Day_063	Medium-C	Soil	2
S_06031	Day_063	Medium-C	Soil	3
S_06032	Day_063	Medium-C	Soil	4
S_06041	Day_063	Medium-C	Water	5
S_06042	Day_063	Medium-C	Water	6
S_06043	Day_063	Medium-C	Water	7
S_06044	Day_063	Medium-C	Water	8
S_06045	Day_063	Medium-C	Soil	5
S_06046	Day_063	Medium-C	Soil	6
S_06047	Day_063	Medium-C	Soil	7
S_06048	Day_063	Medium-C	Soil	8
S_06057	Day_064	Medium-A	Water	1
S_06058	Day_064	Medium-A	Water	2
S_06059	Day_064	Medium-A	Water	3
S_06060	Day_064	Medium-A	Water	4
S_06061	Day_064	Medium-A	Soil	1
S_06062	Day_064	Medium-A	Soil	2
S_06063	Day_064	Medium-A	Soil	3
S_06064	Day_064	Medium-A	Soil	4
S_06073	Day_064	Medium-A	Water	5
S_06074	Day_064	Medium-A	Water	6
S_06075	Day_064	Medium-A	Water	7
S_06076	Day_064	Medium-A	Water	8
S_06077	Day_064	Medium-A	Soil	5
S_06078	Day_064	Medium-A	Soil	6
S_06079	Day_064	Medium-A	Soil	7
S_06080	Day_064	Medium-A	Soil	8
S_06089	Day_064	Medium-B	Water	1
S_06090	Day_064	Medium-B	Water	2
S_06091	Day_064	Medium-B	Water	3
S_06092	Day_064	Medium-B	Water	4
S_06093	Day_064	Medium-B	Soil	1
S_06094	Day_064	Medium-B	Soil	2
S_06095	Day_064	Medium-B	Soil	3
S_06096	Day_064	Medium-B	Soil	4
S_06105	Day_064	Medium-B	Water	5
S_06106	Day_064	Medium-B	Water	6
S_06107	Day_064	Medium-B	Water	7
S_06108	Day_064	Medium-B	Water	8
S_06109	Day_064	Medium-B	Soil	5
S_06110	Day_064	Medium-B	Soil	6
S_06111	Day_064	Medium-B	Soil	7
S_06112	Day_064	Medium-B	Soil	8
S_06121	Day_064	Medium-C	Water	1
S_06122	Day_064	Medium-C	Water	2
S_06123	Day_064	Medium-C	Water	3
S_06124	Day_064	Medium-C	Water	4
S_06125	Day_064	Medium-C	Soil	1
S_06126	Day_064	Medium-C	Soil	2
S_06127	Day_064	Medium-C	Soil	3
S_06128	Day_064	Medium-C	Soil	4
S_06137	Day_064	Medium-C	Water	5
S_06138	Day_064	Medium-C	Water	6
S_06139	Day_064	Medium-C	Water	7
S_06140	Day_064	Medium-C	Water	8
S_06141	Day_064	Medium-C	Soil	5
S_06142	Day_064	Medium-C	Soil	6
S_06143	Day_064	Medium-C	Soil	7
S_06144	Day_064	Medium-C	Soil	8
S_06153	Day_065	Medium-A	Water	1
S_06154	Day_065	Medium-A	Water	2
S_06155	Day_065	Medium-A	Water	3
S_06156	Day_065	Medium-A	Water	4
S_06157	Day_065	Medium-A	Soil	1
S_06158	Day_065	Medium-A	Soil	2
S_06159	Day_065	Medium-A	Soil	3
S_06160	Day_065	Medium-A	Soil	4
S_06169	Day_065	Medium-A	Water	5
S_06170	Day_065	Medium-A	Water	6
S_06171	Day_065	Medium-A	Water	7
S_06172	Day_065	Medium-A	Water	8
S_06173	Day_065	Medium-A	Soil	5
S_06174	Day_065	Medium-A	Soil	6
S_06175	Day_065	Medium-A	Soil	7
S_06176	Day_065	Medium-A	Soil	8
S_06185	Day_065	Medium-B	Water	1
S_06186	Day_065	Medium-B	Water	2
S_06187	Day_065	Medium-B	Water	3
S_06188	Day_065	Medium-B	Water	4
S_06189	Day_065	Medium-B	Soil	1
S_06190	Day_065	Medium-B	Soil	2
S_06191	Day_065	Medium-B	Soil	3
S_06192	Day_065	Medium-B	Soil	4
S_06201	Day_065	Medium-B	Water	5
S_06202	Day_065	Medium-B	Water	6
S_06203	Day_065	Medium-B	Water	7
S_06204	Day_065	Medium-B	Water	8
S_06205	Day_065	Medium-B	Soil	5
S_06206	Day_065	Medium-B	Soil	6
S_06207	Day_065	Medium-B	Soil	7
S_06208	Day_065	Medium-B	Soil	8
S_06217	Day_065	Medium-C	Water	1
S_06218	Day_065	Medium-C	Water	2
S_06219	Day_065	Medium-C	Water	3
S_06220	Day_065	Medium-C	Water	4
S_06221	Day_065	Medium-C	Soil	1
S_06222	Day_065	Medium-C	Soil	2
S_06223	Day_065	Medium-C	Soil	3
S_06224	Day_065	Medium-C	Soil	4
S_06233	Day_065	Medium-C	Water	5
S_06234	Day_065	Medium-C	Water	6
S_06235	Day_065	Medium-C	Water	7
S_06236	Day_065	Medium-C	Water	8
S_06237	Day_065	Medium-C	Soil	5
S_06238	Day_065	Medium-C	Soil	6
S_06239	Day_065	Medium-C	Soil	7
S_06240	Day_065	Medium-C	Soil	8
S_06249	Day_066	Medium-A	Water	1
S_06250	Day_066	Medium-A	Water	2
S_06251	Day_066	Medium-A	Water	3
S_06252	Day_066	Medium-A	Water	4
S_06253	Day_066	Medium-A	Soil	1
S_06254	Day_066	Medium-A	Soil	2
S_06255	Day_066	Medium-A	Soil	3
S_06256	Day_066	Medium-A	Soil	4
S_06265	Day_066	Medium-A	Water	5
S_06266	Day_066	Medium-A	Water	6
S_06267	Day_066	Medium-A	Water	7
S_06268	Day_066	Medium-A	Water	8
S_06269	Day_066	Medium-A	Soil	5
S_06270	Day_066	Medium-A	Soil	6
S_06271	Day_066	Medium-A	Soil	7
S_06272	Day_066	Medium-A	Soil	8
S_06281	Day_066	Medium-B	Water	1
S_06282	Day_066	Medium-B	Water	2
S_06283	Day_066	Medium-B	Water	3
S_06284	Day_066	Medium-B	Water	4
S_06285	Day_066	Medium-B	Soil	1
S_06286	Day_066	Medium-B	Soil	2
S_06287	Day_066	Medium-B	Soil	3
S_06288	Day_066	Medium-B	Soil	4
S_06297	Day_066	Medium-B	Water	5
S_06298	Day_066	Medium-B	Water	6
S_06299	Day_066	Medium-B	Water	7
S_06300	Day_066	Medium-B	Water	8
S_06301	Day_066	Medium-B	Soil	5
S_06302	Day_066	Medium-B	Soil	6
S_06303	Day_066	Medium-B	Soil	7
S_06304	Day_066	Medium-B	Soil	8
S_06313	Day_066	Medium-C	Water	1
S_06314	Day_066	Medium-C	Water	2
S_06315	Day_066	Medium-C	Water	3
S_06316	Day_066	Medium-C	Water	4
S_06317	Day_066	Medium-C	Soil	1
S_06318	Day_066	Medium-C	Soil	2
S_06319	Day_066	Medium-C	Soil	3
S_06320	Day_066	Medium-C	Soil	4
S_06329	Day_066	Medium-C	Water	5
S_06330	Day_066	Medium-C	Water	6
S_06331	Day_066	Medium-C	Water	7
S_06332	Day_066	Medium-C	Water	8
S_06333	Day_066	Medium-C	Soil	5
S_06334	Day_066	Medium-C	Soil	6
S_06335	Day_066	Medium-C	Soil	7
S_06336	Day_066	Medium-C	Soil	8
S_06345	Day_067	Medium-A	Water	1
S_06346	Day_067	Medium-A	Water	2
S_06347	Day_067	Medium-A	Water	3
S_06348	Day_067	Medium-A	Water	4
S_06349	Day_067	Medium-A	Soil	1
S_06350	Day_067	Medium-A	Soil	2
S_06351	Day_067	Medium-A	Soil	3
S_06352	Day_067	Medium-A	Soil	4
S_06361	Day_067	Medium-A	Water	5
S_06362	Day_067	Medium-A	Water	6
S_06363	Day_067	Medium-A	Water	7
S_06364	Day_067	Medium-A	Water	8
S_06365	Day_067	Medium-A	Soil	5
S_06366	Day_067	Medium-A	Soil	6
S_06367	Day_067	Medium-A	Soil	7
S_06368	Day_067	Medium-A	Soil	8
S_06377	Day_067	Medium-B	Water	1
S_06378	Day_067	Medium-B	Water	2
S_06379	Day_067	Medium-B	Water	3
S_06380	Day_067	Medium-B	Water	4
S_06381	Day_067	Medium-B	Soil	1
S_06382	Day_067	Medium-B	Soil	2
S_06383	Day_067	Medium-B	Soil	3
S_06384	Day_067	Medium-B	Soil	4
S_06393	Day_067	Medium-B	Water	5
S_06394	Day_067	Medium-B	Water	6
S_06395	Day_067	Medium-B	Water	7
S_06396	Day_067	Medium-B	Water	8
S_06397	Day_067	Medium-B	Soil	5
S_06398	Day_067	Medium-B	Soil	6
S_06399	Day_067	Medium-B	Soil	7
S_06400	Day_067	Medium-B	Soil	8
S_06409	Day_067	Medium-C	Water	1
S_06410	Day_067	Medium-C	Water	2
S_06411	Day_067	Medium-C	Water	3
S_06412	Day_067	Medium-C	Water	4
S_06413	Day_067	Medium-C	Soil	1
S_06414	Day_067	Medium-C	Soil	2
S_06415	Day_067	Medium-C	Soil	3
S_06416	Day_067	Medium-C	Soil	4
S_06425	Day_067	Medium-C	Water	5
S_06426	Day_067	Medium-C	Water	6
S_06427	Day_067	Medium-C	Water	7
S_06428	Day_067	Medium-C	Water	8
S_06429	Day_067	Medium-C	Soil	5
S_06430	Day_067	Medium-C	Soil	6
S_06431	Day_067	Medium-C	Soil	7
S_06432	Day_067	Medium-C	Soil	8
S_06441	Day_068	Medium-A	Water	1
S_06442	Day_068	Medium-A	Water	2
S_06443	Day_068	Medium-A	Water	3
S_06444	Day_068	Medium-A	Water	4
S_06445	Day_068	Medium-A	Soil	1
S_06446	Day_068	Medium-A	Soil	2
S_06447	Day_068	Medium-A	Soil	3
S_06448	Day_068	Medium-A	Soil	4
S_06457	Day_068	Medium-A	Water	5
S_06458	Day_068	Medium-A	Water	6
S_06459	Day_068	Medium-A	Water	7
S_06460	Day_068	Medium-A	Water	8
S_06461	Day_068	Medium-A	Soil	5
S_06462	Day_068	Medium-A	Soil	6
S_06463	Day_068	Medium-A	Soil	7
S_06464	Day_068	Medium-A	Soil	8
S_06473	Day_068	Medium-B	Water	1
S_06474	Day_068	Medium-B	Water	2
S_06475	Day_068	Medium-B	Water	3
S_06476	Day_068	Medium-B	Water	4
S_06477	Day_068	Medium-B	Soil	1
S_06478	Day_068	Medium-B	Soil	2
S_06479	Day_068	Medium-B	Soil	3
S_06480	Day_068	Medium-B	Soil	4
S_06489	Day_068	Medium-B	Water	5
S_06490	Day_068	Medium-B	Water	6
S_06491	Day_068	Medium-B	Water	7
S_06492	Day_068	Medium-B	Water	8
S_06493	Day_068	Medium-B	Soil	5
S_06494	Day_068	Medium-B	Soil	6
